"","country_orig","iso3_orig","iso2_orig","country_use","iso3_use","year","indicator_id","indicator","sex","age","pop_size"
"4435","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",22511
"4436","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",22811
"4437","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",21366
"4438","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",20709
"4439","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",20649
"4440","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",19472
"4441","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",19391
"4442","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",19001
"4443","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",21346
"4444","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",20810
"4445","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",20364
"4446","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",19153
"4447","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",18890
"4448","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",16779
"4449","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",13042
"4450","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",9714
"4451","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",9659
"4452","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",6137
"4453","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",13349
"4454","Montenegro","MNE","ME","Montenegro","MNE",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",8151
"4455","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",1641034
"4456","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",1729382
"4457","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",1645641
"4458","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",1734443
"4459","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",1501684
"4460","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",1584070
"4461","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",1443267
"4462","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",1510189
"4463","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",1425881
"4464","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",1483129
"4465","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",1493605
"4466","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",1521166
"4467","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",1443264
"4468","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",1403124
"4469","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",1400801
"4470","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",1288740
"4471","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",1218939
"4472","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",1078173
"4473","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",1095698
"4474","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",959441
"4475","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",992271
"4476","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",916086
"4477","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",898582
"4478","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",891855
"4479","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",761406
"4480","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",747289
"4481","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",541379
"4482","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",539573
"4483","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",324030
"4484","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",317680
"4485","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",281597
"4486","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",223864
"4487","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",269624
"4488","Morocco","MAR","MA","Morocco","MAR",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",164859
"4489","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",2511473
"4490","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",2536354
"4491","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",2226550
"4492","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",2239211
"4493","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",1982047
"4494","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",1977155
"4495","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",1724558
"4496","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",1701542
"4497","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",1418451
"4498","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",1384237
"4499","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",1168559
"4500","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",1130193
"4501","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",972868
"4502","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",928378
"4503","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",821736
"4504","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",750291
"4505","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",662363
"4506","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",575175
"4507","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",540110
"4508","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",423669
"4509","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",437625
"4510","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",319138
"4511","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",341563
"4512","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",256257
"4513","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",267453
"4514","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",195006
"4515","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",214034
"4516","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",146329
"4517","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",158012
"4518","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",96626
"4519","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",99835
"4520","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",53848
"4521","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",72952
"4522","Mozambique","MOZ","MZ","Mozambique","MOZ",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",32441
"4523","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",2233945
"4524","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",2277048
"4525","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",2271744
"4526","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",2301130
"4527","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",2450824
"4528","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",2470822
"4529","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",2533333
"4530","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",2539026
"4531","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",2376722
"4532","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",2345531
"4533","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",2223400
"4534","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",2153784
"4535","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",2108027
"4536","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",2006430
"4537","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",2016329
"4538","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",1918765
"4539","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",1948029
"4540","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",1784041
"4541","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",1808315
"4542","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",1602054
"4543","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",1607244
"4544","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",1370754
"4545","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",1353787
"4546","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",1099592
"4547","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",1131124
"4548","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",864540
"4549","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",860256
"4550","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",610936
"4551","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",487491
"4552","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",347912
"4553","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",315100
"4554","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",204428
"4555","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",275086
"4556","Myanmar","MMR","MM","Myanmar (Burma)","MMR",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",147873
"4557","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",166916
"4558","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",167483
"4559","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",156466
"4560","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",156312
"4561","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",136993
"4562","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",136455
"4563","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",122296
"4564","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",120840
"4565","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",123801
"4566","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",120543
"4567","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",114774
"4568","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",110143
"4569","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",98030
"4570","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",93507
"4571","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",79275
"4572","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",75079
"4573","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",65610
"4574","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",61522
"4575","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",54275
"4576","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",48821
"4577","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",43852
"4578","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",36212
"4579","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",37371
"4580","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",28628
"4581","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",29245
"4582","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",20077
"4583","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",21387
"4584","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",13187
"4585","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",14559
"4586","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",9277
"4587","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",10687
"4588","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",6182
"4589","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",10125
"4590","Namibia","NAM",NA,"Namibia","NAM",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",4594
"4591","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",NA
"4592","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",NA
"4593","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",NA
"4594","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",NA
"4595","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",NA
"4596","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",NA
"4597","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",NA
"4598","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",NA
"4599","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",NA
"4600","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",NA
"4601","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",NA
"4602","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",NA
"4603","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",NA
"4604","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",NA
"4605","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",NA
"4606","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",NA
"4607","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",NA
"4608","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",NA
"4609","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",NA
"4610","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",NA
"4611","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",NA
"4612","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",NA
"4613","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",NA
"4614","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",NA
"4615","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",NA
"4616","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",NA
"4617","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",NA
"4618","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",NA
"4619","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",NA
"4620","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.7074.MA","Population ages 70-74, male","male","70-74",NA
"4621","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.7579.FE","Population ages 75-79, female","female","75-79",NA
"4622","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.7579.MA","Population ages 75-79, male","male","75-79",NA
"4623","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.80UP.FE","Population ages 80 and above, female","female","80+",NA
"4624","Nauru","NRU","NR","Nauru","NRU",2019,"SP.POP.80UP.MA","Population ages 80 and above, male","male","80+",NA
"4625","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.0004.FE","Population ages 00-04, female","female","0-4",1328268
"4626","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.0004.MA","Population ages 00-04, male","male","0-4",1377927
"4627","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.0509.FE","Population ages 05-09, female","female","5-9",1385992
"4628","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.0509.MA","Population ages 05-09, male","male","5-9",1387668
"4629","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.1014.FE","Population ages 10-14, female","female","10-14",1481938
"4630","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.1014.MA","Population ages 10-14, male","male","10-14",1494186
"4631","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.1519.FE","Population ages 15-19, female","female","15-19",1615208
"4632","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.1519.MA","Population ages 15-19, male","male","15-19",1614459
"4633","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.2024.FE","Population ages 20-24, female","female","20-24",1675948
"4634","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.2024.MA","Population ages 20-24, male","male","20-24",1481306
"4635","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.2529.FE","Population ages 25-29, female","female","25-29",1469638
"4636","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.2529.MA","Population ages 25-29, male","male","25-29",1037917
"4637","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.3034.FE","Population ages 30-34, female","female","30-34",1240144
"4638","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.3034.MA","Population ages 30-34, male","male","30-34",706056
"4639","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.3539.FE","Population ages 35-39, female","female","35-39",1093702
"4640","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.3539.MA","Population ages 35-39, male","male","35-39",588478
"4641","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.4044.FE","Population ages 40-44, female","female","40-44",953674
"4642","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.4044.MA","Population ages 40-44, male","male","40-44",604775
"4643","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.4549.FE","Population ages 45-49, female","female","45-49",791452
"4644","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.4549.MA","Population ages 45-49, male","male","45-49",608303
"4645","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.5054.FE","Population ages 50-54, female","female","50-54",662416
"4646","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.5054.MA","Population ages 50-54, male","male","50-54",557049
"4647","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.5559.FE","Population ages 55-59, female","female","55-59",536633
"4648","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.5559.MA","Population ages 55-59, male","male","55-59",463466
"4649","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.6064.FE","Population ages 60-64, female","female","60-64",425339
"4650","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.6064.MA","Population ages 60-64, male","male","60-64",372442
"4651","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.6569.FE","Population ages 65-69, female","female","65-69",342872
"4652","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.6569.MA","Population ages 65-69, male","male","65-69",302755
"4653","Nepal","NPL","NP","Nepal","NPL",2019,"SP.POP.7074.FE","Population ages 70-74, female","female","70-74",258901
